"Date Wise Prices for Specified Commodity on September, 2025 for Commodity : Tomato, State : Karnataka"
"Commodity : Tomato, State : Karnataka"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
Market Name : Bangarpet APMC
10/09/2025,10.0,Tomato,2000.0,2500.0,2300.0
11/09/2025,5.0,Tomato,1700.0,2000.0,1900.0
12/09/2025,2.0,Tomato,1500.0,31150.0,2000.0
13/09/2025,5.0,Tomato,1000.0,2000.0,1200.0
15/09/2025,7.0,Tomato,1000.0,1500.0,1300.0
16/09/2025,2.0,Tomato,1000.0,2000.0,1500.0
17/09/2025,2.0,Tomato,1000.0,1500.0,1330.0
18/09/2025,0.2,Tomato,300.0,2000.0,1130.0
19/09/2025,0.23,Tomato,1700.0,2500.0,2000.0
20/09/2025,0.2,Tomato,800.0,1500.0,1000.0
22/09/2025,0.21,Tomato,2900.0,3500.0,3000.0
23/09/2025,0.03,Tomato,1500.0,2500.0,2000.0
24/09/2025,0.02,Tomato,1000.0,2500.0,2000.0
25/09/2025,0.29,Tomato,1800.0,2500.0,2000.0
26/09/2025,0.16,Tomato,900.0,1500.0,1000.0
27/09/2025,0.44,Tomato,1500.0,2000.0,1600.0
29/09/2025,0.62,Tomato,1350.0,1800.0,1600.0
"Market Name : Binny Mill (F&V), Bangalore APMC"
01/09/2025,51.0,Tomato,2000.0,2800.0,2600.0
02/09/2025,77.0,Tomato,2200.0,2500.0,2400.0
03/09/2025,59.0,Tomato,2200.0,2500.0,2400.0
04/09/2025,55.0,Tomato,2200.0,2500.0,2400.0
06/09/2025,165.0,Tomato,2200.0,2500.0,2400.0
08/09/2025,152.0,Tomato,1000.0,1200.0,1100.0
09/09/2025,114.0,Tomato,1000.0,1200.0,1100.0
10/09/2025,99.0,Tomato,1000.0,1200.0,1100.0
11/09/2025,83.0,Tomato,1000.0,1200.0,1100.0
12/09/2025,151.0,Tomato,1000.0,1200.0,1100.0
15/09/2025,212.0,Tomato,1000.0,1200.0,1100.0
16/09/2025,113.0,Tomato,1000.0,1200.0,1100.0
17/09/2025,94.0,Tomato,1000.0,1200.0,1100.0
18/09/2025,5.87,Tomato,1000.0,1200.0,1100.0
19/09/2025,7.19,Tomato,1200.0,1600.0,1400.0
20/09/2025,7.04,Tomato,1200.0,1600.0,1400.0
22/09/2025,9.32,Tomato,1500.0,1800.0,1600.0
23/09/2025,10.95,Tomato,1500.0,1700.0,1600.0
24/09/2025,8.61,Tomato,1400.0,1700.0,1600.0
25/09/2025,6.71,Tomato,1000.0,1200.0,1100.0
26/09/2025,6.74,Tomato,1000.0,1200.0,1100.0
29/09/2025,15.52,Tomato,2200.0,2800.0,2600.0
30/09/2025,5.6,Tomato,2200.0,2800.0,2600.0
Market Name : Chamaraj Nagar APMC
01/09/2025,6.0,Tomato,500.0,1200.0,900.0
04/09/2025,4.0,Tomato,1000.0,1500.0,1300.0
06/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
08/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
09/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
10/09/2025,5.0,Tomato,1500.0,2000.0,1750.0
11/09/2025,4.0,Tomato,1400.0,2000.0,1700.0
12/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
13/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
15/09/2025,4.0,Tomato,800.0,1000.0,900.0
16/09/2025,5.0,Tomato,1000.0,1200.0,1100.0
17/09/2025,6.0,Tomato,600.0,1000.0,800.0
18/09/2025,0.5,Tomato,500.0,1000.0,750.0
19/09/2025,0.5,Tomato,500.0,1000.0,750.0
20/09/2025,0.45,Tomato,1000.0,1500.0,1300.0
22/09/2025,0.4,Tomato,1500.0,2000.0,1750.0
23/09/2025,0.4,Tomato,2000.0,2500.0,2300.0
24/09/2025,0.4,Tomato,1500.0,2000.0,1750.0
25/09/2025,0.45,Tomato,1500.0,2000.0,1750.0
26/09/2025,0.4,Tomato,1500.0,2200.0,1900.0
27/09/2025,0.5,Tomato,1200.0,1500.0,1300.0
29/09/2025,0.45,Tomato,1000.0,1200.0,1100.0
30/09/2025,0.5,Tomato,1000.0,1500.0,1300.0
Market Name : Channapatana APMC
16/09/2025,3.0,Tomato,2000.0,2600.0,2300.0
17/09/2025,3.0,Tomato,1500.0,3000.0,2250.0
18/09/2025,0.41,Tomato,2000.0,3500.0,2750.0
19/09/2025,0.46,Tomato,600.0,1250.0,900.0
20/09/2025,0.52,Tomato,400.0,1000.0,750.0
22/09/2025,0.16,Tomato,1500.0,3000.0,2400.0
23/09/2025,0.38,Tomato,1500.0,3000.0,2000.0
24/09/2025,0.42,Tomato,1000.0,2000.0,1500.0
25/09/2025,0.51,Tomato,900.0,1750.0,1300.0
26/09/2025,0.55,Tomato,750.0,1500.0,1100.0
29/09/2025,0.4,Tomato,1250.0,2500.0,2000.0
Market Name : Channarayapatna APMC
14/09/2025,6.0,Tomato,2000.0,2000.0,2000.0
Market Name : Chickkaballapura APMC
05/09/2025,19.0,Tomato,500.0,1950.0,1250.0
06/09/2025,19.0,Tomato,500.0,1900.0,1200.0
22/09/2025,3.23,Tomato,400.0,1920.0,1150.0
23/09/2025,3.68,Tomato,400.0,1920.0,1150.0
Market Name : Chikkamagalore APMC
01/09/2025,39.0,Tomato,1961.0,2161.0,2061.0
02/09/2025,6.0,Tomato,1947.0,2147.0,2047.0
03/09/2025,19.0,Tomato,1939.0,2139.0,2039.0
04/09/2025,9.0,Tomato,1915.0,2115.0,2015.0
06/09/2025,28.0,Tomato,1909.0,2109.0,2009.0
08/09/2025,9.0,Tomato,1752.0,1952.0,1852.0
09/09/2025,5.0,Tomato,1673.0,1873.0,1773.0
10/09/2025,32.0,Tomato,1781.0,1981.0,1881.0
11/09/2025,3.0,Tomato,1513.0,1713.0,1613.0
12/09/2025,11.0,Tomato,1487.0,1687.0,1587.0
15/09/2025,33.0,Tomato,1556.0,1756.0,1656.0
16/09/2025,12.0,Tomato,1624.0,1824.0,1724.0
17/09/2025,9.0,Tomato,1415.0,1615.0,1515.0
18/09/2025,0.56,Tomato,1388.0,1588.0,1488.0
19/09/2025,1.62,Tomato,1443.0,1643.0,1543.0
20/09/2025,0.66,Tomato,1415.0,1615.0,1515.0
22/09/2025,1.58,Tomato,1482.0,1682.0,1582.0
23/09/2025,1.13,Tomato,1522.0,1722.0,1622.0
24/09/2025,1.67,Tomato,1696.0,1896.0,1796.0
25/09/2025,0.73,Tomato,1727.0,1927.0,1827.0
26/09/2025,1.12,Tomato,1686.0,1886.0,1786.0
29/09/2025,2.27,Tomato,1882.0,2082.0,1982.0
30/09/2025,1.19,Tomato,1440.0,1640.0,1540.0
Market Name : Chintamani APMC
04/09/2025,375.0,Tomato,260.0,2000.0,1930.0
05/09/2025,428.0,Tomato,260.0,1860.0,860.0
06/09/2025,333.0,Tomato,200.0,1600.0,800.0
08/09/2025,314.0,Tomato,260.0,1660.0,1000.0
09/09/2025,435.0,Tomato,260.0,1400.0,860.0
10/09/2025,407.0,Tomato,300.0,1660.0,1000.0
11/09/2025,387.0,Tomato,330.0,1730.0,1060.0
15/09/2025,371.0,Tomato,260.0,1330.0,800.0
16/09/2025,308.0,Tomato,260.0,1460.0,800.0
17/09/2025,29.25,Tomato,330.0,1660.0,1000.0
18/09/2025,26.7,Tomato,330.0,1800.0,1060.0
19/09/2025,22.8,Tomato,330.0,2000.0,1200.0
20/09/2025,22.0,Tomato,330.0,2000.0,1200.0
22/09/2025,21.97,Tomato,330.0,2660.0,1330.0
24/09/2025,30.22,Tomato,330.0,2000.0,1000.0
25/09/2025,32.25,Tomato,330.0,1730.0,800.0
Market Name : Davangere APMC
02/09/2025,5.0,Tomato,1000.0,1400.0,1200.0
03/09/2025,5.0,Tomato,1000.0,1500.0,1300.0
04/09/2025,5.0,Tomato,1200.0,1800.0,1600.0
06/09/2025,4.0,Tomato,600.0,900.0,700.0
09/09/2025,5.0,Tomato,300.0,500.0,400.0
10/09/2025,4.0,Tomato,400.0,800.0,700.0
11/09/2025,5.0,Tomato,500.0,900.0,800.0
12/09/2025,4.0,Tomato,600.0,900.0,750.0
16/09/2025,5.0,Tomato,700.0,1000.0,800.0
17/09/2025,4.0,Tomato,800.0,1000.0,900.0
18/09/2025,0.45,Tomato,850.0,1050.0,900.0
19/09/2025,0.4,Tomato,900.0,1200.0,1000.0
20/09/2025,0.4,Tomato,800.0,1000.0,900.0
23/09/2025,0.5,Tomato,1000.0,1500.0,1200.0
Market Name : Gowribidanoor APMC
03/09/2025,1.0,Tomato,2500.0,3500.0,3250.0
04/09/2025,1.0,Tomato,2000.0,3000.0,2500.0
05/09/2025,1.0,Tomato,2500.0,3500.0,3000.0
06/09/2025,1.0,Tomato,2500.0,3500.0,3000.0
07/09/2025,1.0,Tomato,1500.0,2000.0,1800.0
08/09/2025,1.0,Tomato,1500.0,2000.0,1800.0
10/09/2025,1.0,Tomato,1200.0,2000.0,1800.0
11/09/2025,1.0,Tomato,1400.0,2000.0,1800.0
12/09/2025,1.0,Tomato,1000.0,1500.0,1300.0
13/09/2025,1.0,Tomato,2000.0,3000.0,2500.0
14/09/2025,1.0,Tomato,1800.0,2800.0,2300.0
15/09/2025,1.0,Tomato,1000.0,1500.0,1300.0
18/09/2025,0.12,Tomato,800.0,1500.0,1300.0
19/09/2025,0.1,Tomato,1000.0,1800.0,1500.0
20/09/2025,0.1,Tomato,1400.0,1800.0,1600.0
21/09/2025,0.1,Tomato,1000.0,1800.0,1500.0
22/09/2025,0.1,Tomato,1000.0,1800.0,1500.0
25/09/2025,0.12,Tomato,1000.0,1800.0,1500.0
26/09/2025,0.1,Tomato,800.0,1800.0,1500.0
27/09/2025,0.1,Tomato,1200.0,2000.0,1650.0
28/09/2025,0.1,Tomato,1000.0,2000.0,1500.0
29/09/2025,0.12,Tomato,1000.0,2000.0,1500.0
Market Name : Gundlupet APMC
01/09/2025,14.0,Tomato,1500.0,1500.0,1500.0
02/09/2025,18.0,Tomato,1700.0,1700.0,1700.0
03/09/2025,17.0,Tomato,2500.0,2500.0,2500.0
04/09/2025,5.0,Tomato,2000.0,2000.0,2000.0
06/09/2025,5.0,Tomato,1800.0,2000.0,1902.0
08/09/2025,19.0,Tomato,1600.0,1600.0,1600.0
09/09/2025,11.0,Tomato,1200.0,1200.0,1200.0
10/09/2025,13.0,Tomato,1300.0,1300.0,1300.0
11/09/2025,8.0,Tomato,1600.0,1600.0,1600.0
12/09/2025,13.0,Tomato,1200.0,1500.0,1200.0
15/09/2025,50.0,Tomato,1300.0,1300.0,1300.0
16/09/2025,14.0,Tomato,1000.0,1200.0,1100.0
17/09/2025,24.0,Tomato,1300.0,1300.0,1300.0
18/09/2025,1.0,Tomato,1200.0,1200.0,1200.0
19/09/2025,3.05,Tomato,1200.0,1200.0,1200.0
22/09/2025,1.01,Tomato,2000.0,2000.0,2000.0
24/09/2025,0.69,Tomato,2100.0,2200.0,2200.0
25/09/2025,1.14,Tomato,1900.0,1900.0,1900.0
26/09/2025,1.17,Tomato,1700.0,1700.0,1700.0
Market Name : Hassan APMC
10/09/2025,49.0,Tomato,800.0,1400.0,1200.0
24/09/2025,2.85,Tomato,900.0,1000.0,950.0
Market Name : Hospet APMC
08/09/2025,9.0,Tomato,1000.0,1000.0,1000.0
09/09/2025,6.0,Tomato,1000.0,1200.0,1000.0
10/09/2025,8.0,Tomato,800.0,1500.0,1000.0
13/09/2025,7.0,Tomato,700.0,1000.0,900.0
14/09/2025,21.0,Tomato,800.0,1000.0,1000.0
15/09/2025,8.0,Tomato,700.0,1000.0,1000.0
16/09/2025,9.0,Tomato,800.0,1000.0,1000.0
17/09/2025,5.0,Tomato,700.0,1000.0,1000.0
19/09/2025,0.6,Tomato,1000.0,1000.0,1000.0
20/09/2025,1.9,Tomato,800.0,1200.0,1000.0
22/09/2025,0.2,Tomato,800.0,800.0,800.0
23/09/2025,0.34,Tomato,800.0,1000.0,900.0
24/09/2025,0.72,Tomato,1000.0,1500.0,1200.0
26/09/2025,0.2,Tomato,800.0,800.0,800.0
27/09/2025,1.7,Tomato,800.0,1000.0,1000.0
28/09/2025,1.56,Tomato,800.0,1500.0,1000.0
29/09/2025,0.36,Tomato,700.0,800.0,800.0
Market Name : K.R. Pet APMC
01/09/2025,8.0,Tomato,1500.0,1500.0,1500.0
02/09/2025,10.0,Tomato,2500.0,2500.0,2500.0
03/09/2025,6.0,Tomato,2000.0,2000.0,2000.0
05/09/2025,9.0,Tomato,2000.0,2000.0,2000.0
06/09/2025,2.0,Tomato,2000.0,2000.0,2000.0
07/09/2025,3.0,Tomato,1800.0,1800.0,1800.0
08/09/2025,6.0,Tomato,1200.0,1200.0,1200.0
09/09/2025,14.0,Tomato,1000.0,1200.0,1200.0
11/09/2025,7.0,Tomato,1500.0,1500.0,1500.0
12/09/2025,7.0,Tomato,1000.0,1300.0,1300.0
15/09/2025,3.0,Tomato,1000.0,1000.0,1000.0
16/09/2025,8.0,Tomato,1000.0,1300.0,1000.0
17/09/2025,0.75,Tomato,1000.0,1000.0,1000.0
18/09/2025,0.45,Tomato,1000.0,1200.0,1000.0
19/09/2025,1.3,Tomato,1000.0,1000.0,1000.0
21/09/2025,0.74,Tomato,1700.0,1700.0,1700.0
22/09/2025,0.36,Tomato,2000.0,2000.0,2000.0
23/09/2025,0.55,Tomato,2000.0,2000.0,2000.0
25/09/2025,0.36,Tomato,1800.0,1800.0,1800.0
26/09/2025,0.04,Tomato,1500.0,1500.0,1500.0
28/09/2025,0.3,Tomato,1500.0,1500.0,1500.0
29/09/2025,0.4,Tomato,1500.0,1500.0,1500.0
30/09/2025,0.94,Tomato,1500.0,1500.0,1500.0
Market Name : Kalburgi APMC
01/09/2025,5.0,Tomato,2000.0,4000.0,3000.0
02/09/2025,5.0,Tomato,500.0,1000.0,750.0
08/09/2025,6.0,Tomato,500.0,1000.0,750.0
09/09/2025,8.0,Tomato,500.0,1000.0,750.0
10/09/2025,9.0,Tomato,500.0,1000.0,750.0
11/09/2025,5.0,Tomato,500.0,1000.0,750.0
12/09/2025,6.0,Tomato,600.0,1200.0,900.0
15/09/2025,8.0,Tomato,500.0,1500.0,1000.0
16/09/2025,5.0,Tomato,500.0,1500.0,1000.0
18/09/2025,0.5,Tomato,500.0,1500.0,1000.0
19/09/2025,0.5,Tomato,500.0,1500.0,1000.0
20/09/2025,0.8,Tomato,500.0,1500.0,1000.0
23/09/2025,0.8,Tomato,500.0,1000.0,750.0
24/09/2025,0.9,Tomato,1000.0,1500.0,1250.0
25/09/2025,0.8,Tomato,700.0,1500.0,1100.0
27/09/2025,0.8,Tomato,700.0,1500.0,1100.0
29/09/2025,0.6,Tomato,500.0,1000.0,750.0
30/09/2025,0.5,Tomato,400.0,1200.0,800.0
Market Name : Kolar APMC
02/09/2025,1755.0,Tomato,300.0,2660.0,1530.0
03/09/2025,1787.0,Tomato,330.0,2800.0,1660.0
05/09/2025,1591.0,Tomato,300.0,2000.0,1130.0
06/09/2025,1475.0,Tomato,300.0,1860.0,1060.0
07/09/2025,1410.0,Tomato,300.0,2000.0,1200.0
08/09/2025,1415.0,Tomato,300.0,2000.0,1130.0
09/09/2025,1460.0,Tomato,330.0,1860.0,1060.0
10/09/2025,1430.0,Tomato,300.0,1660.0,1000.0
11/09/2025,1223.0,Tomato,300.0,1660.0,1000.0
12/09/2025,1260.0,Tomato,300.0,1660.0,1060.0
13/09/2025,1327.0,Tomato,300.0,1730.0,1000.0
14/09/2025,1342.0,Tomato,330.0,1660.0,930.0
15/09/2025,1215.0,Tomato,330.0,1660.0,1000.0
16/09/2025,1275.0,Tomato,330.0,1860.0,1060.0
17/09/2025,102.65,Tomato,300.0,2000.0,1130.0
18/09/2025,105.0,Tomato,330.0,2000.0,1200.0
19/09/2025,112.8,Tomato,330.0,2000.0,1200.0
20/09/2025,106.5,Tomato,330.0,2130.0,1260.0
21/09/2025,116.0,Tomato,400.0,3000.0,1530.0
22/09/2025,126.5,Tomato,400.0,3200.0,1530.0
23/09/2025,145.0,Tomato,330.0,2660.0,1330.0
24/09/2025,156.65,Tomato,330.0,2330.0,1260.0
25/09/2025,140.06,Tomato,330.0,2330.0,1200.0
26/09/2025,150.5,Tomato,330.0,1660.0,1000.0
27/09/2025,133.55,Tomato,330.0,1660.0,1200.0
Market Name : Mulabagilu APMC
05/09/2025,179.0,Tomato,333.0,1666.0,1000.0
06/09/2025,251.0,Tomato,333.0,1666.0,1000.0
10/09/2025,195.0,Tomato,333.0,1533.0,933.0
11/09/2025,194.0,Tomato,333.0,1600.0,1000.0
12/09/2025,172.0,Tomato,333.0,1600.0,1000.0
13/09/2025,178.0,Tomato,333.0,1533.0,933.0
14/09/2025,227.0,Tomato,333.0,1600.0,900.0
15/09/2025,236.0,Tomato,333.0,1600.0,900.0
18/09/2025,15.24,Tomato,400.0,1866.0,1066.0
19/09/2025,18.52,Tomato,333.0,1866.0,1000.0
23/09/2025,16.95,Tomato,333.0,1666.0,1000.0
Market Name : Mysore (Bandipalya) APMC
07/09/2025,14.0,Tomato,1600.0,1800.0,1700.0
08/09/2025,13.0,Tomato,1100.0,1300.0,1200.0
09/09/2025,17.0,Tomato,1100.0,1300.0,1200.0
10/09/2025,20.0,Tomato,1200.0,1400.0,1300.0
11/09/2025,18.0,Tomato,1300.0,1500.0,1400.0
12/09/2025,14.0,Tomato,1100.0,1300.0,1200.0
14/09/2025,14.0,Tomato,1100.0,1300.0,1200.0
15/09/2025,13.0,Tomato,1100.0,1300.0,1200.0
16/09/2025,17.0,Tomato,1100.0,1300.0,1200.0
17/09/2025,13.0,Tomato,1000.0,1200.0,1100.0
18/09/2025,1.38,Tomato,1000.0,1200.0,1100.0
19/09/2025,1.12,Tomato,1000.0,1200.0,1100.0
22/09/2025,1.12,Tomato,2000.0,2200.0,2100.0
23/09/2025,1.25,Tomato,2000.0,2200.0,2100.0
24/09/2025,0.96,Tomato,1800.0,2000.0,1900.0
25/09/2025,1.36,Tomato,1600.0,1800.0,1700.0
26/09/2025,1.35,Tomato,1400.0,1600.0,1500.0
28/09/2025,1.65,Tomato,1300.0,1500.0,1400.0
29/09/2025,1.27,Tomato,1300.0,1500.0,1400.0
30/09/2025,1.29,Tomato,1300.0,1500.0,1400.0
Market Name : Nanjangud APMC
22/09/2025,9.31,Tomato,999.0,1600.0,1111.0
29/09/2025,9.31,Tomato,2083.0,2564.0,2383.0
Market Name : Ramanagara APMC
01/09/2025,18.0,Tomato,1000.0,2000.0,1500.0
02/09/2025,14.0,Tomato,1200.0,2200.0,1600.0
03/09/2025,16.0,Tomato,1000.0,2000.0,1500.0
04/09/2025,14.0,Tomato,1600.0,2400.0,2000.0
05/09/2025,12.0,Tomato,1500.0,2200.0,2000.0
06/09/2025,14.0,Tomato,1400.0,2000.0,1600.0
07/09/2025,14.0,Tomato,1400.0,2200.0,2000.0
08/09/2025,14.0,Tomato,1200.0,2000.0,1600.0
09/09/2025,13.0,Tomato,1400.0,2000.0,1800.0
10/09/2025,14.0,Tomato,1200.0,2000.0,1600.0
11/09/2025,14.0,Tomato,1400.0,2000.0,1800.0
12/09/2025,14.0,Tomato,1200.0,2000.0,1600.0
13/09/2025,14.0,Tomato,1200.0,2000.0,1600.0
14/09/2025,15.0,Tomato,1000.0,1800.0,1500.0
15/09/2025,12.0,Tomato,1000.0,1800.0,1400.0
16/09/2025,17.0,Tomato,800.0,1500.0,1200.0
17/09/2025,15.0,Tomato,800.0,1500.0,1200.0
18/09/2025,1.6,Tomato,1000.0,1800.0,1400.0
19/09/2025,1.4,Tomato,1000.0,1700.0,1400.0
20/09/2025,1.62,Tomato,1200.0,1800.0,1500.0
21/09/2025,0.8,Tomato,1500.0,2500.0,2000.0
22/09/2025,0.64,Tomato,2000.0,3000.0,2500.0
23/09/2025,0.9,Tomato,2000.0,3000.0,2500.0
24/09/2025,1.44,Tomato,1000.0,2000.0,1600.0
25/09/2025,1.48,Tomato,1000.0,2000.0,1600.0
26/09/2025,1.24,Tomato,1000.0,1800.0,1500.0
27/09/2025,1.4,Tomato,1000.0,2000.0,1600.0
29/09/2025,1.3,Tomato,1000.0,1800.0,1500.0
30/09/2025,1.64,Tomato,1200.0,2000.0,1600.0
Market Name : Shimoga APMC
01/09/2025,78.0,Tomato,800.0,1600.0,1200.0
02/09/2025,41.0,Tomato,400.0,1600.0,1000.0
03/09/2025,22.0,Tomato,400.0,1600.0,800.0
04/09/2025,45.0,Tomato,1000.0,1600.0,1200.0
06/09/2025,60.0,Tomato,400.0,1600.0,1000.0
08/09/2025,83.0,Tomato,400.0,1200.0,800.0
09/09/2025,44.0,Tomato,400.0,1200.0,800.0
10/09/2025,28.0,Tomato,400.0,1200.0,800.0
11/09/2025,24.0,Tomato,400.0,1200.0,800.0
12/09/2025,29.0,Tomato,400.0,1600.0,1000.0
15/09/2025,70.0,Tomato,400.0,1200.0,800.0
16/09/2025,38.0,Tomato,400.0,1200.0,800.0
17/09/2025,33.0,Tomato,400.0,1200.0,800.0
18/09/2025,3.37,Tomato,400.0,1200.0,800.0
19/09/2025,4.0,Tomato,400.0,1400.0,900.0
22/09/2025,7.75,Tomato,400.0,1800.0,1100.0
23/09/2025,4.0,Tomato,1000.0,1600.0,1300.0
24/09/2025,3.0,Tomato,1000.0,1400.0,1200.0
25/09/2025,2.75,Tomato,400.0,1400.0,900.0
26/09/2025,4.0,Tomato,400.0,1400.0,900.0
29/09/2025,6.75,Tomato,1000.0,1600.0,1300.0
30/09/2025,4.75,Tomato,600.0,1200.0,900.0
Market Name : Tumkur APMC
08/09/2025,9.0,Tomato,1500.0,2100.0,1650.0
19/09/2025,0.8,Tomato,1200.0,1800.0,1450.0
30/09/2025,1.2,Tomato,1200.0,1600.0,1500.0
